IDENTIFICADOR DO ATAQUE,ANO EM QUE O ATAQUE OCORREU,PREJUIZO CAUSADO PELO ATAQUE,PAIS ONDE OCORREU O ATAQUE,TIPO DE AMEACA A SEGURANCA CIBERNETICA,SETOR DA INDUSTRIA QUE SOFREU O ATAQUE,ESTRATEGIA DE DEFESA CIBERNETICA EMPREGADA PARA RESOLVER O PROBLEMA
2449,2023,57.25,RUSSIA,DDOS,TELECOMMUNICATIONS,ENCRYPTION
2450,2020,99.57,JAPAN,PHISHING,IT,AI-BASED DETECTION
2451,2023,5.11,INDIA,PHISHING,RETAIL,ANTIVIRUS
2452,2017,56.74,USA,MALWARE,GOVERNMENT,ENCRYPTION
2453,2016,46.58,FRANCE,DDOS,EDUCATION,FIREWALL
2454,2017,54.78,BRAZIL,RANSOMWARE,HEALTHCARE,ENCRYPTION
2455,2015,46.27,USA,MAN-IN-THE-MIDDLE,IT,AI-BASED DETECTION
2456,2018,14.38,GERMANY,RANSOMWARE,HEALTHCARE,VPN
2457,2019,37.3,AUSTRALIA,MALWARE,TELECOMMUNICATIONS,ANTIVIRUS
2458,2016,63.81,AUSTRALIA,PHISHING,TELECOMMUNICATIONS,ENCRYPTION
2459,2024,35.62,RUSSIA,RANSOMWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
2460,2024,93.46,INDIA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ANTIVIRUS
2461,2023,82.36,JAPAN,PHISHING,BANKING,ANTIVIRUS
2462,2018,11.32,RUSSIA,SQL INJECTION,TELECOMMUNICATIONS,VPN
2463,2023,57.15,INDIA,RANSOMWARE,BANKING,VPN
2464,2019,79.37,CHINA,MALWARE,RETAIL,VPN
2465,2024,4.08,INDIA,DDOS,HEALTHCARE,ENCRYPTION
2466,2022,80.73,FRANCE,RANSOMWARE,HEALTHCARE,VPN
2467,2018,48.96,GERMANY,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
2468,2023,10.55,CHINA,MAN-IN-THE-MIDDLE,EDUCATION,ANTIVIRUS
2469,2020,50.19,INDIA,MAN-IN-THE-MIDDLE,GOVERNMENT,ENCRYPTION
2470,2023,66.92,CHINA,SQL INJECTION,TELECOMMUNICATIONS,VPN
2471,2017,47.52,CHINA,,BANKING,AI-BASED DETECTION
2472,2018,87.13,BRAZIL,MALWARE,BANKING,ANTIVIRUS
2473,2024,80.1,BRAZIL,RANSOMWARE,EDUCATION,ENCRYPTION
2474,2017,2.22,RUSSIA,PHISHING,TELECOMMUNICATIONS,FIREWALL
2475,2020,38.14,USA,DDOS,HEALTHCARE,FIREWALL
2476,2017,61.02,INDIA,MALWARE,GOVERNMENT,ANTIVIRUS
2477,2019,61.01,JAPAN,MAN-IN-THE-MIDDLE,GOVERNMENT,ANTIVIRUS
2478,2023,15.49,FRANCE,PHISHING,IT,VPN
2479,2024,93.4,AUSTRALIA,MAN-IN-THE-MIDDLE,HEALTHCARE,ANTIVIRUS
2480,2022,13.88,INDIA,MALWARE,RETAIL,AI-BASED DETECTION
2481,2017,11.25,UK,MALWARE,BANKING,ANTIVIRUS
2482,2017,66.53,RUSSIA,MAN-IN-THE-MIDDLE,BANKING,FIREWALL
2483,2015,89.41,AUSTRALIA,PHISHING,TELECOMMUNICATIONS,FIREWALL
2484,2019,55.31,FRANCE,PHISHING,IT,AI-BASED DETECTION
2485,2023,90.38,USA,DDOS,EDUCATION,VPN
2486,2024,25.17,BRAZIL,DDOS,RETAIL,VPN
2487,2019,6.29,INDIA,PHISHING,EDUCATION,ENCRYPTION
2488,2016,37.57,FRANCE,PHISHING,EDUCATION,VPN
2489,2018,3.1,BRAZIL,MALWARE,BANKING,AI-BASED DETECTION
2490,2022,91.69,BRAZIL,MAN-IN-THE-MIDDLE,EDUCATION,VPN
2491,2019,19.97,RUSSIA,RANSOMWARE,RETAIL,ENCRYPTION
2492,2024,28.78,BRAZIL,PHISHING,IT,FIREWALL
2493,2023,53.21,CHINA,SQL INJECTION,IT,FIREWALL
2494,2022,16.6,RUSSIA,RANSOMWARE,HEALTHCARE,ANTIVIRUS
2495,2021,44.32,RUSSIA,MAN-IN-THE-MIDDLE,BANKING,ANTIVIRUS
2496,2021,10.34,JAPAN,RANSOMWARE,GOVERNMENT,FIREWALL
2497,2022,41.81,CHINA,PHISHING,IT,FIREWALL
2498,2016,84.54,GERMANY,MALWARE,BANKING,ANTIVIRUS
2499,2015,40.38,JAPAN,MALWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
2500,2020,39.15,INDIA,MAN-IN-THE-MIDDLE,EDUCATION,ENCRYPTION
2501,2021,22.51,AUSTRALIA,SQL INJECTION,TELECOMMUNICATIONS,ANTIVIRUS
2502,2017,58.18,BRAZIL,RANSOMWARE,,ANTIVIRUS
2503,2023,92.48,GERMANY,MAN-IN-THE-MIDDLE,BANKING,ANTIVIRUS
2504,2015,51.38,UK,PHISHING,BANKING,AI-BASED DETECTION
2505,2016,93.61,GERMANY,PHISHING,GOVERNMENT,AI-BASED DETECTION
2506,2017,27.38,AUSTRALIA,RANSOMWARE,GOVERNMENT,AI-BASED DETECTION
2507,2021,74.61,AUSTRALIA,MALWARE,HEALTHCARE,ANTIVIRUS
2508,2019,78.84,UK,SQL INJECTION,IT,ENCRYPTION
2509,2019,65.7,USA,RANSOMWARE,TELECOMMUNICATIONS,VPN
2510,2017,81.04,BRAZIL,PHISHING,IT,ANTIVIRUS
2511,2015,27.2,FRANCE,MAN-IN-THE-MIDDLE,BANKING,VPN
2512,2018,86.38,CHINA,DDOS,HEALTHCARE,ANTIVIRUS
2513,2016,83.93,BRAZIL,MALWARE,EDUCATION,FIREWALL
2514,2022,40.36,FRANCE,RANSOMWARE,HEALTHCARE,VPN
2515,2019,57.4,,SQL INJECTION,TELECOMMUNICATIONS,AI-BASED DETECTION
2516,2022,1.42,BRAZIL,RANSOMWARE,RETAIL,AI-BASED DETECTION
2517,2021,66.5,RUSSIA,SQL INJECTION,GOVERNMENT,VPN
2518,2016,47.18,AUSTRALIA,RANSOMWARE,HEALTHCARE,AI-BASED DETECTION
2519,2016,58.99,UK,RANSOMWARE,IT,FIREWALL
2520,2022,52.91,GERMANY,SQL INJECTION,BANKING,ANTIVIRUS
2521,2023,20.95,AUSTRALIA,SQL INJECTION,TELECOMMUNICATIONS,VPN
2522,2018,2.79,FRANCE,RANSOMWARE,GOVERNMENT,ANTIVIRUS
2523,2017,27.76,JAPAN,DDOS,IT,ENCRYPTION
2524,2016,58.77,JAPAN,MAN-IN-THE-MIDDLE,RETAIL,AI-BASED DETECTION
2525,2022,51.95,GERMANY,DDOS,TELECOMMUNICATIONS,ANTIVIRUS
2526,2021,90.57,GERMANY,MAN-IN-THE-MIDDLE,IT,AI-BASED DETECTION
2527,2022,39.15,FRANCE,PHISHING,RETAIL,ANTIVIRUS
2528,2018,95.3,UK,PHISHING,HEALTHCARE,ENCRYPTION
2529,2024,92.48,INDIA,PHISHING,RETAIL,ANTIVIRUS
2530,2020,,GERMANY,MALWARE,GOVERNMENT,ENCRYPTION
2531,2019,91.72,GERMANY,SQL INJECTION,HEALTHCARE,VPN
2532,2016,13.52,BRAZIL,DDOS,IT,AI-BASED DETECTION
2533,2022,87.93,GERMANY,RANSOMWARE,EDUCATION,ANTIVIRUS
2534,2019,52.18,FRANCE,PHISHING,HEALTHCARE,FIREWALL
2535,2017,50.42,RUSSIA,DDOS,EDUCATION,FIREWALL
2536,2017,32.9,BRAZIL,RANSOMWARE,HEALTHCARE,AI-BASED DETECTION
2537,2017,1.54,UK,PHISHING,BANKING,FIREWALL
2538,2022,32.26,AUSTRALIA,MALWARE,RETAIL,AI-BASED DETECTION
2539,2023,23.28,GERMANY,MAN-IN-THE-MIDDLE,RETAIL,AI-BASED DETECTION
2540,2017,81.06,FRANCE,SQL INJECTION,EDUCATION,VPN
2541,2024,71.42,USA,MALWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
2542,2021,64.81,JAPAN,SQL INJECTION,RETAIL,ANTIVIRUS
2543,2016,85.89,UK,PHISHING,RETAIL,VPN
2544,2021,47.84,USA,DDOS,TELECOMMUNICATIONS,ANTIVIRUS
2545,2024,47.95,USA,PHISHING,EDUCATION,ENCRYPTION
2546,2016,82.52,CHINA,MAN-IN-THE-MIDDLE,RETAIL,VPN
2547,2022,36.48,CHINA,RANSOMWARE,RETAIL,VPN
2548,2023,95.66,INDIA,MAN-IN-THE-MIDDLE,RETAIL,VPN
2549,2019,42.34,JAPAN,MAN-IN-THE-MIDDLE,IT,AI-BASED DETECTION
2550,2018,65.11,INDIA,DDOS,GOVERNMENT,ANTIVIRUS
2551,2017,53.95,INDIA,PHISHING,IT,ANTIVIRUS
2552,2020,91.36,JAPAN,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
2553,2016,85.8,CHINA,MALWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
2554,2020,92.29,FRANCE,MALWARE,HEALTHCARE,FIREWALL
2555,2020,25.3,JAPAN,RANSOMWARE,IT,VPN
2556,2016,3.6,RUSSIA,MALWARE,BANKING,ANTIVIRUS
2557,2022,56.62,AUSTRALIA,SQL INJECTION,RETAIL,ENCRYPTION
2558,2017,66.25,RUSSIA,PHISHING,EDUCATION,VPN
2559,2017,78.38,USA,MALWARE,EDUCATION,FIREWALL
2560,2015,84.7,USA,MALWARE,RETAIL,
2561,2016,43.75,RUSSIA,SQL INJECTION,GOVERNMENT,ANTIVIRUS
2562,2017,67.36,FRANCE,DDOS,RETAIL,ENCRYPTION
2563,2019,68.54,UK,MALWARE,IT,FIREWALL
2564,2019,45.42,USA,MALWARE,RETAIL,FIREWALL
2565,2023,95.0,RUSSIA,MALWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
2566,2018,44.98,JAPAN,RANSOMWARE,GOVERNMENT,VPN
2567,2022,50.4,USA,RANSOMWARE,IT,FIREWALL
2568,2021,74.37,BRAZIL,MALWARE,EDUCATION,ENCRYPTION
2569,2018,27.82,BRAZIL,MALWARE,RETAIL,AI-BASED DETECTION
2570,2020,76.95,BRAZIL,PHISHING,GOVERNMENT,VPN
2571,2017,29.39,CHINA,SQL INJECTION,BANKING,ENCRYPTION
2572,2022,1.92,JAPAN,MALWARE,IT,AI-BASED DETECTION
2573,2024,90.37,UK,RANSOMWARE,HEALTHCARE,ANTIVIRUS
2574,2015,84.77,GERMANY,PHISHING,RETAIL,ANTIVIRUS
2575,2016,24.4,GERMANY,RANSOMWARE,EDUCATION,AI-BASED DETECTION
2576,2021,28.34,RUSSIA,MAN-IN-THE-MIDDLE,HEALTHCARE,FIREWALL
2577,2023,9.95,INDIA,PHISHING,EDUCATION,VPN
2578,2024,72.33,,PHISHING,IT,AI-BASED DETECTION
2579,2018,61.42,UK,RANSOMWARE,IT,ENCRYPTION
2580,2024,68.83,UK,DDOS,GOVERNMENT,FIREWALL
2581,2020,11.11,RUSSIA,RANSOMWARE,HEALTHCARE,VPN
2582,2022,1.99,RUSSIA,SQL INJECTION,TELECOMMUNICATIONS,ENCRYPTION
2583,2022,5.85,BRAZIL,SQL INJECTION,BANKING,ENCRYPTION
2584,2024,45.75,GERMANY,MAN-IN-THE-MIDDLE,GOVERNMENT,ANTIVIRUS
2585,2022,93.71,RUSSIA,DDOS,RETAIL,ENCRYPTION
2586,2024,5.7,FRANCE,SQL INJECTION,HEALTHCARE,VPN
2587,2020,60.57,USA,PHISHING,EDUCATION,FIREWALL
2588,2021,89.79,BRAZIL,DDOS,RETAIL,VPN
2589,2018,30.68,FRANCE,PHISHING,GOVERNMENT,ANTIVIRUS
2590,2018,31.56,BRAZIL,MALWARE,BANKING,ANTIVIRUS
2591,2017,98.73,USA,DDOS,GOVERNMENT,ANTIVIRUS
2592,2020,92.13,JAPAN,SQL INJECTION,TELECOMMUNICATIONS,AI-BASED DETECTION
2593,2016,71.14,USA,PHISHING,RETAIL,FIREWALL
2594,2023,73.85,INDIA,DDOS,RETAIL,ANTIVIRUS
2595,2016,91.24,UK,MALWARE,TELECOMMUNICATIONS,ANTIVIRUS
2596,2022,5.4,CHINA,MAN-IN-THE-MIDDLE,HEALTHCARE,FIREWALL
2597,2015,77.58,UK,PHISHING,RETAIL,FIREWALL
2598,2017,80.95,RUSSIA,MAN-IN-THE-MIDDLE,GOVERNMENT,FIREWALL
2599,2020,46.07,GERMANY,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
2600,2016,52.2,RUSSIA,MALWARE,TELECOMMUNICATIONS,VPN
2601,2017,49.56,GERMANY,RANSOMWARE,TELECOMMUNICATIONS,ENCRYPTION
2602,2016,61.78,GERMANY,SQL INJECTION,EDUCATION,AI-BASED DETECTION
2603,2018,66.07,BRAZIL,PHISHING,EDUCATION,ENCRYPTION
2604,2022,85.72,CHINA,RANSOMWARE,,VPN
2605,2023,0.98,RUSSIA,SQL INJECTION,EDUCATION,FIREWALL
2606,2015,21.74,INDIA,DDOS,EDUCATION,FIREWALL
2607,2023,7.54,AUSTRALIA,MAN-IN-THE-MIDDLE,HEALTHCARE,FIREWALL
2608,2020,7.08,INDIA,MALWARE,HEALTHCARE,ANTIVIRUS
2609,2024,71.2,GERMANY,MALWARE,RETAIL,FIREWALL
2610,2016,89.08,CHINA,DDOS,EDUCATION,AI-BASED DETECTION
2611,2018,26.31,USA,MALWARE,IT,VPN
2612,2020,21.11,FRANCE,RANSOMWARE,IT,FIREWALL
2613,2022,51.76,CHINA,PHISHING,RETAIL,ENCRYPTION
2614,2019,90.91,GERMANY,PHISHING,EDUCATION,FIREWALL
2615,2015,89.39,BRAZIL,SQL INJECTION,BANKING,VPN
2616,2021,65.87,INDIA,MALWARE,EDUCATION,ENCRYPTION
2617,2018,78.16,JAPAN,MAN-IN-THE-MIDDLE,GOVERNMENT,ENCRYPTION
2618,2024,24.21,AUSTRALIA,RANSOMWARE,HEALTHCARE,ENCRYPTION
2619,2023,81.16,USA,MAN-IN-THE-MIDDLE,RETAIL,ANTIVIRUS
2620,2019,80.18,RUSSIA,RANSOMWARE,IT,ENCRYPTION
2621,2018,,GERMANY,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
2622,2022,9.73,AUSTRALIA,DDOS,EDUCATION,AI-BASED DETECTION
2623,2015,4.49,AUSTRALIA,DDOS,HEALTHCARE,ENCRYPTION
2624,2022,46.75,USA,MALWARE,BANKING,ENCRYPTION
2625,2016,63.15,CHINA,DDOS,HEALTHCARE,ENCRYPTION
2626,2015,25.47,INDIA,PHISHING,IT,ANTIVIRUS
2627,2021,3.97,JAPAN,SQL INJECTION,EDUCATION,AI-BASED DETECTION
2628,2023,19.17,UK,SQL INJECTION,EDUCATION,ENCRYPTION
2629,2022,58.35,GERMANY,SQL INJECTION,IT,AI-BASED DETECTION
2630,2018,65.08,AUSTRALIA,SQL INJECTION,IT,FIREWALL
2631,2020,3.74,INDIA,MALWARE,HEALTHCARE,ENCRYPTION
2632,2016,33.11,INDIA,SQL INJECTION,HEALTHCARE,ANTIVIRUS
2633,2024,57.7,BRAZIL,RANSOMWARE,GOVERNMENT,ANTIVIRUS
2634,2015,74.68,USA,RANSOMWARE,RETAIL,ENCRYPTION
2635,2015,86.82,CHINA,RANSOMWARE,IT,FIREWALL
2636,2018,4.51,BRAZIL,RANSOMWARE,HEALTHCARE,VPN
2637,2019,27.0,AUSTRALIA,MAN-IN-THE-MIDDLE,BANKING,ENCRYPTION
2638,2021,82.88,RUSSIA,SQL INJECTION,RETAIL,AI-BASED DETECTION
2639,2020,42.03,AUSTRALIA,PHISHING,BANKING,FIREWALL
2640,2019,33.85,UK,PHISHING,TELECOMMUNICATIONS,AI-BASED DETECTION
2641,2018,94.6,RUSSIA,PHISHING,EDUCATION,ANTIVIRUS
2642,2021,71.9,CHINA,RANSOMWARE,IT,ANTIVIRUS
2643,2021,94.23,JAPAN,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
2644,2018,76.4,CHINA,SQL INJECTION,HEALTHCARE,FIREWALL
2645,2017,66.29,INDIA,MALWARE,HEALTHCARE,ANTIVIRUS
2646,2023,49.89,UK,RANSOMWARE,BANKING,ENCRYPTION
2647,2019,81.91,UK,DDOS,HEALTHCARE,ANTIVIRUS
2648,2017,14.54,BRAZIL,MAN-IN-THE-MIDDLE,GOVERNMENT,ENCRYPTION
2649,2024,33.44,GERMANY,RANSOMWARE,IT,
2650,2017,31.74,AUSTRALIA,DDOS,EDUCATION,FIREWALL
2651,2018,78.11,GERMANY,SQL INJECTION,HEALTHCARE,VPN
2652,2016,8.25,INDIA,MAN-IN-THE-MIDDLE,HEALTHCARE,AI-BASED DETECTION
2653,2018,17.52,BRAZIL,MALWARE,BANKING,ANTIVIRUS
2654,2023,81.89,AUSTRALIA,DDOS,IT,ANTIVIRUS
2655,2016,37.29,UK,PHISHING,RETAIL,VPN
2656,2017,38.87,CHINA,PHISHING,GOVERNMENT,AI-BASED DETECTION
2657,2015,6.57,JAPAN,RANSOMWARE,BANKING,ENCRYPTION
2658,2018,17.99,UK,DDOS,IT,VPN
2659,2017,59.54,USA,MAN-IN-THE-MIDDLE,BANKING,ENCRYPTION
2660,2021,72.14,BRAZIL,RANSOMWARE,GOVERNMENT,AI-BASED DETECTION
2661,2021,84.64,USA,RANSOMWARE,EDUCATION,VPN
2662,2022,32.2,UK,DDOS,EDUCATION,ENCRYPTION
2663,2022,1.16,CHINA,SQL INJECTION,BANKING,FIREWALL
2664,2021,48.71,RUSSIA,SQL INJECTION,HEALTHCARE,VPN
2665,2016,14.28,GERMANY,DDOS,TELECOMMUNICATIONS,FIREWALL
2666,2020,37.38,JAPAN,RANSOMWARE,BANKING,FIREWALL
2667,2023,23.01,BRAZIL,PHISHING,IT,ENCRYPTION
2668,2018,9.77,CHINA,MAN-IN-THE-MIDDLE,BANKING,AI-BASED DETECTION
2669,2024,58.64,USA,PHISHING,GOVERNMENT,FIREWALL
2670,2016,11.29,RUSSIA,PHISHING,HEALTHCARE,ANTIVIRUS
2671,2022,90.65,AUSTRALIA,MAN-IN-THE-MIDDLE,GOVERNMENT,AI-BASED DETECTION
2672,2024,30.66,JAPAN,MALWARE,TELECOMMUNICATIONS,VPN
2673,2022,27.02,AUSTRALIA,DDOS,IT,ENCRYPTION
2674,2015,56.07,,SQL INJECTION,IT,AI-BASED DETECTION
2675,2019,10.88,RUSSIA,SQL INJECTION,TELECOMMUNICATIONS,ANTIVIRUS
2676,2024,96.13,USA,MAN-IN-THE-MIDDLE,GOVERNMENT,ENCRYPTION
2677,2022,88.61,CHINA,DDOS,IT,VPN
2678,2021,73.5,GERMANY,DDOS,IT,ANTIVIRUS
2679,2024,1.17,CHINA,MALWARE,GOVERNMENT,ENCRYPTION
2680,2023,42.02,INDIA,RANSOMWARE,BANKING,AI-BASED DETECTION
2681,2020,59.15,USA,MALWARE,RETAIL,VPN
2682,2022,26.63,UK,PHISHING,RETAIL,VPN
2683,2016,30.49,USA,DDOS,HEALTHCARE,AI-BASED DETECTION
2684,2024,14.01,INDIA,MALWARE,BANKING,FIREWALL
2685,2019,49.88,USA,DDOS,GOVERNMENT,FIREWALL
2686,2016,4.84,JAPAN,MALWARE,TELECOMMUNICATIONS,ANTIVIRUS
2687,2024,75.51,USA,MALWARE,EDUCATION,ANTIVIRUS
2688,2018,,AUSTRALIA,MALWARE,BANKING,ANTIVIRUS
2689,2020,6.37,RUSSIA,DDOS,HEALTHCARE,VPN
2690,2024,97.53,FRANCE,RANSOMWARE,BANKING,VPN
2691,2024,12.22,UK,RANSOMWARE,BANKING,ANTIVIRUS
2692,2023,55.72,AUSTRALIA,MALWARE,GOVERNMENT,FIREWALL
2693,2023,67.77,JAPAN,MALWARE,TELECOMMUNICATIONS,AI-BASED DETECTION
2694,2019,98.86,INDIA,MAN-IN-THE-MIDDLE,GOVERNMENT,ENCRYPTION
2695,2024,74.75,AUSTRALIA,PHISHING,EDUCATION,VPN
2696,2022,89.11,BRAZIL,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
2697,2018,89.79,RUSSIA,MALWARE,TELECOMMUNICATIONS,FIREWALL
2698,2024,49.75,FRANCE,PHISHING,IT,VPN
2699,2019,1.05,USA,MALWARE,EDUCATION,VPN
2700,2019,26.66,CHINA,MALWARE,RETAIL,VPN
2701,2024,0.71,USA,MALWARE,,ENCRYPTION
2702,2015,41.92,FRANCE,PHISHING,HEALTHCARE,VPN
2703,2017,40.05,GERMANY,DDOS,TELECOMMUNICATIONS,AI-BASED DETECTION
2704,2020,73.13,JAPAN,PHISHING,HEALTHCARE,FIREWALL
2705,2024,33.94,BRAZIL,SQL INJECTION,IT,ENCRYPTION
2706,2019,4.95,BRAZIL,MALWARE,GOVERNMENT,AI-BASED DETECTION
2707,2018,50.23,AUSTRALIA,SQL INJECTION,BANKING,FIREWALL
2708,2016,49.92,UK,MALWARE,BANKING,VPN
2709,2016,70.24,INDIA,MAN-IN-THE-MIDDLE,IT,ANTIVIRUS
2710,2019,85.65,FRANCE,DDOS,TELECOMMUNICATIONS,VPN
2711,2020,64.25,JAPAN,SQL INJECTION,BANKING,ENCRYPTION
2712,2016,58.93,GERMANY,MAN-IN-THE-MIDDLE,GOVERNMENT,VPN
2713,2017,9.24,JAPAN,RANSOMWARE,GOVERNMENT,ANTIVIRUS
2714,2021,50.84,FRANCE,MALWARE,GOVERNMENT,FIREWALL
2715,2020,85.12,BRAZIL,SQL INJECTION,EDUCATION,ANTIVIRUS
2716,2019,12.13,USA,DDOS,TELECOMMUNICATIONS,ENCRYPTION
2717,2019,6.24,CHINA,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ENCRYPTION
2718,2016,17.98,UK,SQL INJECTION,RETAIL,ANTIVIRUS
2719,2015,75.2,GERMANY,MALWARE,EDUCATION,AI-BASED DETECTION
2720,2021,71.88,UK,MAN-IN-THE-MIDDLE,BANKING,VPN
2721,2024,12.62,JAPAN,MAN-IN-THE-MIDDLE,RETAIL,FIREWALL
2722,2021,79.56,BRAZIL,MALWARE,GOVERNMENT,FIREWALL
2723,2019,35.37,UK,MAN-IN-THE-MIDDLE,IT,FIREWALL
2724,2016,98.72,AUSTRALIA,PHISHING,EDUCATION,VPN
2725,2016,62.08,FRANCE,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
2726,2016,28.79,RUSSIA,RANSOMWARE,BANKING,ENCRYPTION
2727,2015,83.45,FRANCE,MALWARE,RETAIL,AI-BASED DETECTION
2728,2018,88.04,JAPAN,DDOS,HEALTHCARE,ANTIVIRUS
2729,2018,35.76,GERMANY,DDOS,GOVERNMENT,ENCRYPTION
2730,2016,43.19,AUSTRALIA,DDOS,IT,FIREWALL
2731,2019,92.43,,RANSOMWARE,HEALTHCARE,AI-BASED DETECTION
2732,2016,40.18,GERMANY,PHISHING,BANKING,ENCRYPTION
2733,2018,48.91,JAPAN,SQL INJECTION,IT,AI-BASED DETECTION
2734,2021,44.84,CHINA,RANSOMWARE,TELECOMMUNICATIONS,FIREWALL
2735,2021,51.43,USA,MAN-IN-THE-MIDDLE,EDUCATION,VPN
2736,2022,12.42,JAPAN,PHISHING,BANKING,ENCRYPTION
2737,2023,98.91,USA,SQL INJECTION,BANKING,FIREWALL
2738,2015,64.68,RUSSIA,RANSOMWARE,TELECOMMUNICATIONS,VPN
2739,2015,41.34,USA,MALWARE,RETAIL,AI-BASED DETECTION
2740,2020,52.09,FRANCE,DDOS,IT,ENCRYPTION
2741,2023,26.01,INDIA,DDOS,RETAIL,AI-BASED DETECTION
2742,2017,63.97,GERMANY,MALWARE,GOVERNMENT,AI-BASED DETECTION
2743,2024,42.28,AUSTRALIA,PHISHING,TELECOMMUNICATIONS,
2744,2015,2.73,RUSSIA,RANSOMWARE,GOVERNMENT,ENCRYPTION
2745,2023,58.9,INDIA,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
2746,2020,35.12,FRANCE,MAN-IN-THE-MIDDLE,EDUCATION,ANTIVIRUS
2747,2019,8.31,BRAZIL,MALWARE,IT,FIREWALL
2748,2015,84.86,FRANCE,PHISHING,RETAIL,AI-BASED DETECTION
2749,2018,63.56,FRANCE,SQL INJECTION,IT,ENCRYPTION
2750,2024,33.24,UK,MALWARE,RETAIL,ENCRYPTION
2751,2015,35.11,RUSSIA,MALWARE,HEALTHCARE,FIREWALL
2752,2021,49.73,USA,MALWARE,HEALTHCARE,AI-BASED DETECTION
2753,2016,87.62,RUSSIA,DDOS,BANKING,VPN
2754,2021,84.09,CHINA,DDOS,TELECOMMUNICATIONS,VPN
2755,2024,36.34,GERMANY,PHISHING,TELECOMMUNICATIONS,ANTIVIRUS
2756,2018,41.28,INDIA,MALWARE,EDUCATION,ANTIVIRUS
2757,2016,34.78,INDIA,MALWARE,IT,AI-BASED DETECTION
2758,2022,88.71,UK,MAN-IN-THE-MIDDLE,TELECOMMUNICATIONS,ENCRYPTION
2759,2017,88.79,FRANCE,RANSOMWARE,HEALTHCARE,ANTIVIRUS
2760,2024,56.26,CHINA,MAN-IN-THE-MIDDLE,GOVERNMENT,FIREWALL
2761,2021,4.34,BRAZIL,SQL INJECTION,BANKING,ENCRYPTION
2762,2021,85.65,RUSSIA,RANSOMWARE,HEALTHCARE,ANTIVIRUS
2763,2021,4.52,AUSTRALIA,SQL INJECTION,IT,AI-BASED DETECTION
2764,2017,27.19,FRANCE,RANSOMWARE,IT,ENCRYPTION
2765,2023,45.16,UK,MAN-IN-THE-MIDDLE,GOVERNMENT,ANTIVIRUS
2766,2021,2.3,FRANCE,SQL INJECTION,GOVERNMENT,ENCRYPTION
2767,2022,71.54,,MALWARE,GOVERNMENT,VPN
2768,2022,27.86,INDIA,SQL INJECTION,BANKING,AI-BASED DETECTION
2769,2016,13.21,GERMANY,MAN-IN-THE-MIDDLE,IT,ENCRYPTION
2770,2015,11.89,AUSTRALIA,DDOS,GOVERNMENT,AI-BASED DETECTION
2771,2023,76.58,BRAZIL,SQL INJECTION,HEALTHCARE,ENCRYPTION
2772,2022,92.23,INDIA,DDOS,BANKING,ANTIVIRUS
2773,2019,70.7,AUSTRALIA,DDOS,TELECOMMUNICATIONS,VPN
2774,2021,2.39,FRANCE,RANSOMWARE,GOVERNMENT,FIREWALL
2775,2018,89.87,GERMANY,MAN-IN-THE-MIDDLE,BANKING,ANTIVIRUS
2776,2023,24.28,UK,MAN-IN-THE-MIDDLE,BANKING,ANTIVIRUS
2777,2019,58.3,AUSTRALIA,DDOS,IT,ENCRYPTION
2778,2024,84.19,GERMANY,MAN-IN-THE-MIDDLE,IT,ANTIVIRUS
2779,2024,72.02,RUSSIA,MAN-IN-THE-MIDDLE,EDUCATION,AI-BASED DETECTION
2780,2023,0.61,GERMANY,MAN-IN-THE-MIDDLE,GOVERNMENT,ENCRYPTION
2781,2017,89.49,USA,MALWARE,GOVERNMENT,AI-BASED DETECTION
2782,2018,34.06,JAPAN,PHISHING,EDUCATION,ANTIVIRUS
2783,2020,,USA,PHISHING,GOVERNMENT,FIREWALL
2784,2020,69.2,GERMANY,PHISHING,HEALTHCARE,ENCRYPTION
2785,2024,47.1,INDIA,DDOS,BANKING,ANTIVIRUS
2786,2023,25.7,AUSTRALIA,MALWARE,BANKING,AI-BASED DETECTION
2787,2017,16.58,AUSTRALIA,DDOS,BANKING,VPN
2788,2017,61.33,JAPAN,PHISHING,BANKING,VPN
2789,2018,14.1,FRANCE,DDOS,GOVERNMENT,AI-BASED DETECTION
2790,2019,33.88,CHINA,DDOS,BANKING,ANTIVIRUS
2791,2023,87.45,FRANCE,RANSOMWARE,IT,VPN
2792,2020,27.43,FRANCE,MALWARE,GOVERNMENT,ENCRYPTION
2793,2022,34.03,JAPAN,SQL INJECTION,BANKING,ENCRYPTION
2794,2022,6.61,RUSSIA,SQL INJECTION,RETAIL,VPN
